Campaign_ID,Company,Campaign_Type,Target_Audience,Gender,Age,Duration,Channel_Used,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
365,DataTech Solutions,Social Media,Women 25-34,Women,25-34,60 days,Email,0.12,12050,3.59,Houston,English,679,3627,3,Tech Enthusiasts,31/12/21
366,Alpha Innovations,Social Media,All Ages,All,All Ages,60 days,Facebook,0.07,15748,7.14,New York,Mandarin,326,6464,10,Health & Wellness,01/01/21
367,Alpha Innovations,Email,Men 25-34,Men,25-34,45 days,Google Ads,0.05,18419,5.13,Houston,Mandarin,238,3615,5,Foodies,01/02/21
368,DataTech Solutions,Influencer,Men 18-24,Men,18-24,15 days,Facebook,0.15,9913,3.57,New York,Mandarin,309,8560,3,Foodies,01/03/21
369,Innovate Industries,Influencer,Men 18-24,Men,18-24,45 days,Instagram,0.09,9187,3.75,Houston,Spanish,969,4620,1,Tech Enthusiasts,01/04/21
370,TechCorp,Social Media,Women 35-44,Women,35-44,45 days,Email,0.12,12157,7.61,New York,German,901,7766,9,Fashionistas,01/05/21
371,Alpha Innovations,Display,All Ages,All,All Ages,30 days,Website,0.08,7789,3.37,Houston,English,636,1287,6,Tech Enthusiasts,01/06/21
372,TechCorp,Email,Men 25-34,Men,25-34,30 days,Email,0.09,14392,6.94,Chicago,German,849,3258,5,Tech Enthusiasts,01/07/21
373,Alpha Innovations,Search,Men 18-24,Men,18-24,30 days,Google Ads,0.14,14255,3.96,Houston,French,318,7567,8,Tech Enthusiasts,01/08/21
374,Alpha Innovations,Search,Women 25-34,Women,25-34,30 days,Email,0.05,18926,5.66,New York,French,846,4907,1,Fashionistas,01/09/21
375,TechCorp,Influencer,Women 35-44,Women,35-44,30 days,Website,0.11,17286,2.18,Chicago,Mandarin,957,6429,5,Health & Wellness,01/10/21
376,NexGen Systems,Social Media,Women 25-34,Women,25-34,30 days,Facebook,0.09,9309,4.27,Miami,Mandarin,289,9828,1,Tech Enthusiasts,01/11/21
377,NexGen Systems,Social Media,Men 18-24,Men,18-24,45 days,Facebook,0.11,5188,4.75,Chicago,German,471,4732,1,Tech Enthusiasts,01/12/21
378,NexGen Systems,Social Media,Women 25-34,Women,25-34,60 days,Google Ads,0.02,12282,4.65,Houston,French,791,9225,5,Outdoor Adventurers,13/01/21
379,NexGen Systems,Email,Women 35-44,Women,35-44,45 days,Google Ads,0.03,18162,6.87,Miami,Mandarin,887,7542,3,Tech Enthusiasts,14/01/21
380,Alpha Innovations,Display,All Ages,All,All Ages,60 days,YouTube,0.04,13380,5.75,New York,German,146,8829,3,Outdoor Adventurers,15/01/21
381,Innovate Industries,Influencer,Men 25-34,Men,25-34,45 days,Instagram,0.05,7519,3.42,Chicago,German,735,7427,9,Fashionistas,16/01/21
382,Innovate Industries,Email,Men 25-34,Men,25-34,15 days,Google Ads,0.1,8434,3.53,Los Angeles,English,202,9587,6,Health & Wellness,17/01/21
383,TechCorp,Email,Women 25-34,Women,25-34,15 days,Instagram,0.04,8451,3.44,Los Angeles,Spanish,829,6830,8,Foodies,18/01/21
384,TechCorp,Social Media,Women 25-34,Women,25-34,45 days,YouTube,0.04,17141,6.74,New York,French,134,6143,10,Tech Enthusiasts,19/01/21
385,TechCorp,Influencer,Men 25-34,Men,25-34,60 days,Facebook,0.03,5287,7.55,New York,Mandarin,335,1711,6,Fashionistas,20/01/21
386,Alpha Innovations,Email,Women 25-34,Women,25-34,60 days,Facebook,0.15,10994,2.27,Los Angeles,Mandarin,512,2323,4,Foodies,21/01/21
387,Alpha Innovations,Search,All Ages,All,All Ages,60 days,Instagram,0.08,5599,2.81,Houston,English,896,7009,10,Health & Wellness,22/01/21
388,Innovate Industries,Search,All Ages,All,All Ages,60 days,Instagram,0.14,16625,7.76,Los Angeles,Mandarin,123,3249,7,Health & Wellness,23/01/21
389,Alpha Innovations,Email,Women 25-34,Women,25-34,45 days,Instagram,0.02,12324,6.17,New York,French,727,9864,5,Health & Wellness,24/01/21
390,Alpha Innovations,Display,Men 25-34,Men,25-34,45 days,Email,0.04,5151,3.98,Chicago,Spanish,294,1846,8,Outdoor Adventurers,25/01/21
391,DataTech Solutions,Social Media,Men 25-34,Men,25-34,30 days,Instagram,0.02,6405,2.97,Miami,German,435,3371,2,Foodies,26/01/21
392,Alpha Innovations,Email,All Ages,All,All Ages,60 days,Facebook,0.09,7704,6.26,Houston,French,718,2485,5,Fashionistas,27/01/21
393,Innovate Industries,Display,Women 25-34,Women,25-34,15 days,Facebook,0.07,16130,5.83,Miami,English,733,4550,10,Fashionistas,28/01/21
394,DataTech Solutions,Influencer,Women 25-34,Women,25-34,15 days,Facebook,0.03,6204,4.06,Chicago,Spanish,454,7764,9,Health & Wellness,29/01/21
395,Innovate Industries,Display,Women 35-44,Women,35-44,45 days,YouTube,0.12,13813,4.46,Miami,French,806,3041,9,Outdoor Adventurers,30/01/21
396,TechCorp,Search,Men 18-24,Men,18-24,15 days,YouTube,0.15,13689,2.6,Chicago,French,232,8249,5,Tech Enthusiasts,31/01/21
397,Innovate Industries,Social Media,Women 35-44,Women,35-44,30 days,Facebook,0.13,17174,7.14,Los Angeles,Spanish,125,9618,5,Tech Enthusiasts,02/01/21
398,DataTech Solutions,Influencer,Women 25-34,Women,25-34,30 days,Email,0.12,17974,3.16,Chicago,English,664,1255,8,Fashionistas,02/02/21
399,TechCorp,Email,Women 35-44,Women,35-44,15 days,Google Ads,0.1,16047,6.47,Houston,English,259,1993,2,Outdoor Adventurers,02/03/21
400,DataTech Solutions,Social Media,All Ages,All,All Ages,30 days,Website,0.07,13468,6.05,Los Angeles,Spanish,868,3888,4,Foodies,02/04/21
401,TechCorp,Display,All Ages,All,All Ages,15 days,Instagram,0.08,8712,5.55,Houston,Spanish,824,6420,7,Health & Wellness,02/05/21
402,Alpha Innovations,Email,All Ages,All,All Ages,45 days,Website,0.03,17165,2.92,Miami,Mandarin,881,9282,6,Health & Wellness,02/06/21
403,Innovate Industries,Search,All Ages,All,All Ages,60 days,Website,0.05,5918,2.15,Los Angeles,French,378,9949,4,Health & Wellness,02/07/21
404,TechCorp,Social Media,All Ages,All,All Ages,30 days,YouTube,0.12,13641,7.69,New York,English,834,6836,7,Outdoor Adventurers,02/08/21
405,DataTech Solutions,Display,Men 18-24,Men,18-24,60 days,Instagram,0.12,7388,4.87,Miami,German,709,5657,3,Tech Enthusiasts,02/09/21
406,DataTech Solutions,Display,Women 25-34,Women,25-34,45 days,YouTube,0.02,6641,3.14,Houston,English,696,5458,5,Fashionistas,02/10/21
407,NexGen Systems,Influencer,Women 35-44,Women,35-44,30 days,Email,0.13,19269,2.15,Chicago,Spanish,239,7346,10,Fashionistas,02/11/21
408,DataTech Solutions,Search,Women 35-44,Women,35-44,30 days,YouTube,0.04,17299,7.91,Houston,German,890,5009,6,Fashionistas,02/12/21
409,Innovate Industries,Social Media,Men 25-34,Men,25-34,15 days,YouTube,0.09,5816,4.64,Houston,German,147,1629,9,Outdoor Adventurers,13/02/21
410,DataTech Solutions,Search,Women 25-34,Women,25-34,45 days,Website,0.15,17201,5.32,Houston,Mandarin,849,6430,7,Foodies,14/02/21
411,NexGen Systems,Display,Men 18-24,Men,18-24,30 days,YouTube,0.03,18611,6.78,Los Angeles,Spanish,412,8230,1,Health & Wellness,15/02/21
412,NexGen Systems,Email,Women 25-34,Women,25-34,45 days,Website,0.03,7139,5.68,Houston,Mandarin,118,6941,1,Foodies,16/02/21
413,TechCorp,Display,All Ages,All,All Ages,30 days,YouTube,0.01,10699,6.43,New York,German,525,2143,9,Fashionistas,17/02/21
414,NexGen Systems,Influencer,Men 18-24,Men,18-24,45 days,YouTube,0.06,19526,7.14,New York,Mandarin,294,6179,6,Fashionistas,18/02/21
415,NexGen Systems,Search,Women 35-44,Women,35-44,30 days,Google Ads,0.07,5576,7.97,Chicago,Mandarin,609,2349,10,Foodies,19/02/21
416,Innovate Industries,Email,Men 25-34,Men,25-34,15 days,Google Ads,0.04,6934,4.98,Chicago,German,649,1416,7,Foodies,20/02/21
417,TechCorp,Influencer,Men 18-24,Men,18-24,60 days,Email,0.01,9077,4.4,Los Angeles,Mandarin,860,6874,4,Tech Enthusiasts,21/02/21
418,DataTech Solutions,Search,Men 25-34,Men,25-34,15 days,YouTube,0.09,5702,2.32,Los Angeles,English,833,2831,10,Foodies,22/02/21
419,Innovate Industries,Social Media,Women 35-44,Women,35-44,45 days,Facebook,0.02,10459,5.34,Los Angeles,English,642,9515,2,Foodies,23/02/21
420,DataTech Solutions,Email,Women 35-44,Women,35-44,45 days,Instagram,0.1,9480,6.55,Miami,Spanish,908,6026,2,Foodies,24/02/21
421,NexGen Systems,Social Media,Men 18-24,Men,18-24,30 days,Email,0.14,6041,4.4,New York,Mandarin,578,6558,6,Foodies,25/02/21
422,Alpha Innovations,Email,Men 25-34,Men,25-34,30 days,Email,0.1,9036,2.76,Los Angeles,Mandarin,140,6245,7,Health & Wellness,26/02/21
423,DataTech Solutions,Display,Men 25-34,Men,25-34,30 days,Facebook,0.01,6772,4.39,Houston,German,540,2667,7,Health & Wellness,27/02/21
424,Alpha Innovations,Email,Men 25-34,Men,25-34,30 days,Email,0.07,17735,6.6,Miami,English,124,2072,10,Outdoor Adventurers,28/02/21
425,TechCorp,Search,Men 18-24,Men,18-24,30 days,Google Ads,0.13,19742,4.21,Houston,Mandarin,942,7863,5,Health & Wellness,03/01/21
426,Innovate Industries,Display,Men 18-24,Men,18-24,45 days,Instagram,0.11,19796,6.99,Los Angeles,Mandarin,562,2883,1,Fashionistas,03/02/21
427,NexGen Systems,Display,Men 18-24,Men,18-24,45 days,Website,0.02,16495,5.5,Miami,Spanish,466,6126,8,Outdoor Adventurers,03/03/21
428,NexGen Systems,Email,Women 25-34,Women,25-34,30 days,Website,0.07,11648,4.73,Los Angeles,Mandarin,184,9142,8,Fashionistas,03/04/21
429,Alpha Innovations,Social Media,Men 18-24,Men,18-24,30 days,Facebook,0.15,14521,2.05,New York,German,991,2511,2,Foodies,03/05/21
430,NexGen Systems,Display,Women 35-44,Women,35-44,45 days,Instagram,0.08,10618,7.34,New York,French,671,8433,10,Health & Wellness,03/06/21
431,Alpha Innovations,Email,Women 25-34,Women,25-34,30 days,Website,0.07,9482,7.25,Los Angeles,German,321,1043,10,Tech Enthusiasts,03/07/21
432,TechCorp,Search,All Ages,All,All Ages,45 days,YouTube,0.11,14929,3.46,Miami,German,132,4453,1,Outdoor Adventurers,03/08/21
433,Innovate Industries,Display,Men 25-34,Men,25-34,60 days,Google Ads,0.01,7700,3.46,Los Angeles,Mandarin,123,9889,8,Foodies,03/09/21
434,Alpha Innovations,Social Media,Men 25-34,Men,25-34,60 days,Website,0.08,9786,6.26,New York,German,147,5764,9,Foodies,03/10/21
435,Alpha Innovations,Influencer,All Ages,All,All Ages,30 days,Facebook,0.05,13888,2.63,Miami,English,469,9923,2,Fashionistas,03/11/21
436,NexGen Systems,Social Media,All Ages,All,All Ages,45 days,Email,0.09,12790,5.06,Los Angeles,German,285,4009,1,Foodies,03/12/21
437,DataTech Solutions,Email,Men 18-24,Men,18-24,15 days,Google Ads,0.05,9164,5.7,Miami,Mandarin,377,1659,5,Health & Wellness,13/03/21
438,Innovate Industries,Display,All Ages,All,All Ages,30 days,YouTube,0.06,12729,3.44,Houston,French,299,2099,2,Tech Enthusiasts,14/03/21
439,NexGen Systems,Social Media,Women 25-34,Women,25-34,60 days,Website,0.09,19698,4.88,Los Angeles,Spanish,963,5724,3,Fashionistas,15/03/21
440,Alpha Innovations,Search,Men 25-34,Men,25-34,45 days,Website,0.06,5680,7.68,Los Angeles,Spanish,279,6815,6,Outdoor Adventurers,16/03/21
441,Innovate Industries,Search,Men 25-34,Men,25-34,45 days,Facebook,0.11,12492,2.55,New York,English,656,2093,6,Fashionistas,17/03/21
442,NexGen Systems,Influencer,Women 35-44,Women,35-44,30 days,Email,0.15,6292,2.64,Chicago,Mandarin,466,8207,8,Foodies,18/03/21
443,TechCorp,Influencer,Men 18-24,Men,18-24,30 days,Facebook,0.07,19217,7.39,Miami,German,789,5994,10,Tech Enthusiasts,19/03/21
444,NexGen Systems,Influencer,Women 25-34,Women,25-34,45 days,Email,0.12,15432,4.9,Houston,German,520,5179,2,Fashionistas,20/03/21
445,TechCorp,Search,All Ages,All,All Ages,45 days,Instagram,0.07,8593,7.13,New York,English,200,6668,5,Foodies,21/03/21
446,Alpha Innovations,Search,All Ages,All,All Ages,30 days,Facebook,0.09,9723,5.1,Los Angeles,Mandarin,577,9201,9,Tech Enthusiasts,22/03/21
447,Alpha Innovations,Email,All Ages,All,All Ages,15 days,Google Ads,0.11,19974,5.82,Houston,Spanish,582,2461,10,Outdoor Adventurers,23/03/21
448,TechCorp,Influencer,Women 25-34,Women,25-34,60 days,Website,0.04,18780,3.56,Miami,Mandarin,221,4514,8,Tech Enthusiasts,24/03/21
449,Innovate Industries,Influencer,Women 35-44,Women,35-44,60 days,YouTube,0.14,16594,4.69,Miami,Mandarin,773,3018,3,Fashionistas,25/03/21
450,NexGen Systems,Search,Men 18-24,Men,18-24,15 days,Facebook,0.11,17226,4.09,Miami,Spanish,331,5699,6,Foodies,26/03/21
451,Alpha Innovations,Social Media,Men 18-24,Men,18-24,15 days,Instagram,0.11,15664,3.76,Chicago,German,316,9996,5,Fashionistas,27/03/21
452,TechCorp,Email,Men 18-24,Men,18-24,15 days,Website,0.04,10403,5.87,Los Angeles,Mandarin,301,5921,8,Health & Wellness,28/03/21
453,Alpha Innovations,Influencer,Women 25-34,Women,25-34,60 days,YouTube,0.02,9712,4.19,Miami,French,116,6836,7,Tech Enthusiasts,29/03/21
454,Alpha Innovations,Social Media,Women 35-44,Women,35-44,15 days,Google Ads,0.12,17117,7.41,Houston,English,987,9000,4,Foodies,30/03/21
455,Alpha Innovations,Influencer,Women 25-34,Women,25-34,60 days,Google Ads,0.06,13593,5.72,Los Angeles,English,690,1698,3,Foodies,31/03/21
456,TechCorp,Email,Men 18-24,Men,18-24,15 days,Instagram,0.05,18167,3.16,Los Angeles,French,917,8122,6,Outdoor Adventurers,04/01/21
457,Alpha Innovations,Search,Men 18-24,Men,18-24,60 days,Facebook,0.12,11054,4.37,Chicago,German,221,5287,1,Foodies,04/02/21
458,Innovate Industries,Search,Women 35-44,Women,35-44,60 days,YouTube,0.02,6728,6.29,Chicago,Spanish,856,7061,8,Outdoor Adventurers,04/03/21
459,NexGen Systems,Influencer,Women 35-44,Women,35-44,60 days,YouTube,0.03,10914,3.92,Los Angeles,German,933,3982,8,Tech Enthusiasts,04/04/21
460,DataTech Solutions,Email,Women 35-44,Women,35-44,15 days,Google Ads,0.11,17313,5.81,Houston,French,104,6210,5,Foodies,04/05/21
461,Innovate Industries,Display,Women 35-44,Women,35-44,15 days,YouTube,0.12,11095,3.59,New York,Spanish,988,1689,5,Outdoor Adventurers,04/06/21
462,Alpha Innovations,Email,Women 35-44,Women,35-44,60 days,Google Ads,0.13,5130,5.15,Houston,Spanish,860,6784,5,Health & Wellness,04/07/21
463,TechCorp,Social Media,Men 25-34,Men,25-34,60 days,YouTube,0.02,13482,3.17,Houston,English,794,7657,6,Tech Enthusiasts,04/08/21
464,Innovate Industries,Display,Women 35-44,Women,35-44,30 days,YouTube,0.01,18932,2.64,New York,English,447,9257,3,Health & Wellness,04/09/21
465,TechCorp,Social Media,Women 25-34,Women,25-34,15 days,Facebook,0.05,16093,6.53,New York,Mandarin,610,5628,10,Fashionistas,04/10/21
466,Alpha Innovations,Influencer,Women 25-34,Women,25-34,30 days,Facebook,0.11,14899,2.75,New York,French,666,6237,4,Fashionistas,04/11/21
467,Alpha Innovations,Influencer,All Ages,All,All Ages,45 days,Facebook,0.1,8127,6.95,New York,Spanish,330,1955,7,Fashionistas,04/12/21
468,DataTech Solutions,Email,Women 25-34,Women,25-34,60 days,Website,0.12,10839,6.05,Chicago,French,816,6414,6,Foodies,13/04/21
469,TechCorp,Social Media,Women 25-34,Women,25-34,60 days,YouTube,0.02,16218,7.11,New York,German,176,5609,4,Foodies,14/04/21
470,DataTech Solutions,Email,Men 25-34,Men,25-34,60 days,Instagram,0.14,7791,2.26,Miami,Mandarin,228,9197,8,Foodies,15/04/21
471,Innovate Industries,Display,Women 25-34,Women,25-34,30 days,YouTube,0.02,17214,6.81,New York,French,818,2267,1,Outdoor Adventurers,16/04/21
472,DataTech Solutions,Social Media,Women 25-34,Women,25-34,45 days,Instagram,0.12,12922,7,Houston,Mandarin,970,3985,3,Tech Enthusiasts,17/04/21
473,Innovate Industries,Email,Men 18-24,Men,18-24,15 days,Instagram,0.15,14159,4.71,Chicago,German,518,4366,10,Health & Wellness,18/04/21
474,TechCorp,Email,Men 25-34,Men,25-34,60 days,Instagram,0.12,5428,2.82,Houston,English,292,6313,4,Health & Wellness,19/04/21
475,Innovate Industries,Influencer,All Ages,All,All Ages,30 days,Email,0.03,9830,3.83,New York,Spanish,826,4248,10,Fashionistas,20/04/21
476,Innovate Industries,Search,Women 35-44,Women,35-44,45 days,YouTube,0.02,17467,5.48,Houston,Mandarin,120,8525,3,Tech Enthusiasts,21/04/21
477,Innovate Industries,Email,Men 25-34,Men,25-34,45 days,Website,0.13,16475,5.56,Miami,German,652,2439,4,Foodies,22/04/21
478,TechCorp,Influencer,All Ages,All,All Ages,15 days,Instagram,0.06,15682,4.04,Los Angeles,English,275,9717,3,Health & Wellness,23/04/21
479,Innovate Industries,Influencer,Women 25-34,Women,25-34,45 days,Instagram,0.03,11186,2.47,Miami,Mandarin,201,1215,1,Fashionistas,24/04/21
480,Innovate Industries,Search,Women 25-34,Women,25-34,15 days,Email,0.11,14889,4.65,Chicago,Mandarin,455,8222,8,Health & Wellness,25/04/21
481,Innovate Industries,Influencer,Women 35-44,Women,35-44,60 days,Instagram,0.09,10706,6.57,Chicago,Mandarin,244,2542,4,Health & Wellness,26/04/21
482,Innovate Industries,Search,Men 25-34,Men,25-34,15 days,Facebook,0.03,5757,3.1,Miami,Mandarin,538,5801,1,Outdoor Adventurers,27/04/21
483,NexGen Systems,Email,Men 25-34,Men,25-34,15 days,Email,0.09,18035,7.03,Miami,English,147,6930,4,Tech Enthusiasts,28/04/21
484,NexGen Systems,Influencer,Men 25-34,Men,25-34,60 days,Google Ads,0.03,5234,6.93,Miami,Spanish,149,6815,7,Outdoor Adventurers,29/04/21
485,NexGen Systems,Search,Men 18-24,Men,18-24,60 days,YouTube,0.06,12495,4.15,New York,Spanish,753,8752,10,Health & Wellness,30/04/21
486,Alpha Innovations,Display,Women 35-44,Women,35-44,45 days,Instagram,0.08,8241,7.63,Los Angeles,English,368,4360,4,Outdoor Adventurers,05/01/21
487,DataTech Solutions,Email,Men 18-24,Men,18-24,15 days,Email,0.14,19562,6.35,Chicago,Mandarin,194,9417,10,Foodies,05/02/21
488,NexGen Systems,Display,Women 25-34,Women,25-34,30 days,Facebook,0.05,19456,7.56,Los Angeles,German,172,2838,10,Health & Wellness,05/03/21
489,NexGen Systems,Social Media,Men 25-34,Men,25-34,45 days,YouTube,0.13,10420,3.55,Los Angeles,English,740,7051,3,Foodies,05/04/21
490,TechCorp,Social Media,Women 25-34,Women,25-34,30 days,Website,0.11,17493,6.42,Los Angeles,French,580,6874,2,Foodies,05/05/21
491,NexGen Systems,Email,Men 18-24,Men,18-24,30 days,Instagram,0.07,18686,4.32,Chicago,Mandarin,798,6218,9,Foodies,05/06/21
492,TechCorp,Social Media,Men 18-24,Men,18-24,30 days,YouTube,0.08,16765,7.85,Miami,Spanish,940,1333,4,Foodies,05/07/21
493,NexGen Systems,Display,Women 25-34,Women,25-34,45 days,Facebook,0.06,17991,2.35,Los Angeles,English,325,9848,10,Health & Wellness,05/08/21
494,DataTech Solutions,Display,Men 25-34,Men,25-34,45 days,Facebook,0.05,14481,6.74,Miami,Mandarin,637,6228,3,Tech Enthusiasts,05/09/21
495,DataTech Solutions,Search,Women 35-44,Women,35-44,30 days,Email,0.13,17531,5.04,Miami,German,736,5551,2,Health & Wellness,05/10/21
496,NexGen Systems,Influencer,Women 25-34,Women,25-34,45 days,Facebook,0.1,15814,6.07,Houston,French,305,8942,6,Outdoor Adventurers,05/11/21
497,DataTech Solutions,Display,All Ages,All,All Ages,30 days,Website,0.12,14037,3.98,Houston,French,512,5824,6,Foodies,05/12/21
498,Alpha Innovations,Search,All Ages,All,All Ages,60 days,Instagram,0.09,14493,3.22,Chicago,Spanish,870,6980,4,Fashionistas,13/05/21
499,NexGen Systems,Influencer,Men 25-34,Men,25-34,45 days,Instagram,0.03,19520,5.8,Chicago,Mandarin,702,4794,6,Tech Enthusiasts,14/05/21
500,TechCorp,Social Media,Women 35-44,Women,35-44,60 days,Email,0.06,5538,4.79,Houston,English,520,6720,2,Tech Enthusiasts,15/05/21
501,Alpha Innovations,Social Media,Men 25-34,Men,25-34,45 days,YouTube,0.12,10493,3.49,Houston,German,767,5005,2,Outdoor Adventurers,16/05/21
502,NexGen Systems,Search,Men 18-24,Men,18-24,30 days,Website,0.06,16116,7.42,Chicago,Spanish,471,6621,1,Outdoor Adventurers,17/05/21
503,DataTech Solutions,Email,Men 25-34,Men,25-34,15 days,YouTube,0.14,7708,2.56,Chicago,Spanish,701,5101,9,Fashionistas,18/05/21
504,Alpha Innovations,Social Media,Women 35-44,Women,35-44,45 days,YouTube,0.06,5935,5.92,Miami,Spanish,935,9752,9,Fashionistas,19/05/21
505,NexGen Systems,Email,Men 25-34,Men,25-34,60 days,YouTube,0.05,9290,5.04,Los Angeles,Spanish,893,7613,5,Fashionistas,20/05/21
506,NexGen Systems,Email,Men 25-34,Men,25-34,15 days,Instagram,0.08,19426,2.5,Houston,English,467,2450,3,Tech Enthusiasts,21/05/21
507,TechCorp,Email,Women 25-34,Women,25-34,30 days,YouTube,0.14,17183,3.58,Los Angeles,German,308,7984,2,Health & Wellness,22/05/21
508,Alpha Innovations,Display,Women 25-34,Women,25-34,60 days,Website,0.14,15890,2.56,Houston,Spanish,374,2539,7,Health & Wellness,23/05/21
509,DataTech Solutions,Social Media,Men 25-34,Men,25-34,30 days,Google Ads,0.11,6341,7.07,Miami,German,676,5334,9,Fashionistas,24/05/21
510,NexGen Systems,Display,Women 25-34,Women,25-34,45 days,Email,0.12,16615,7.92,Los Angeles,English,301,3473,5,Health & Wellness,25/05/21
511,TechCorp,Email,Women 35-44,Women,35-44,45 days,Website,0.07,18822,7.77,New York,Mandarin,471,9465,10,Tech Enthusiasts,26/05/21
512,DataTech Solutions,Search,All Ages,All,All Ages,30 days,Facebook,0.07,15713,7.67,Los Angeles,English,167,5803,9,Foodies,27/05/21
513,TechCorp,Influencer,Women 25-34,Women,25-34,60 days,Google Ads,0.12,19754,3.85,New York,Spanish,397,9308,7,Health & Wellness,28/05/21
514,Alpha Innovations,Social Media,Men 18-24,Men,18-24,30 days,Facebook,0.03,16073,5.97,Miami,French,260,7086,9,Fashionistas,29/05/21
515,NexGen Systems,Search,Men 25-34,Men,25-34,45 days,Instagram,0.13,13716,6.03,Houston,Spanish,676,6304,9,Foodies,30/05/21
516,NexGen Systems,Display,All Ages,All,All Ages,15 days,Facebook,0.08,12341,4.97,Houston,English,508,6150,3,Health & Wellness,31/05/21
517,Innovate Industries,Social Media,Men 18-24,Men,18-24,15 days,YouTube,0.02,13702,4.91,Miami,Mandarin,353,8771,9,Foodies,06/01/21
518,Alpha Innovations,Social Media,Women 25-34,Women,25-34,45 days,Facebook,0.04,18224,7.31,Los Angeles,English,682,4781,10,Fashionistas,06/02/21
519,Alpha Innovations,Influencer,Men 25-34,Men,25-34,15 days,Website,0.05,15530,6.81,Chicago,English,830,7660,8,Outdoor Adventurers,06/03/21
520,DataTech Solutions,Display,Men 18-24,Men,18-24,30 days,Website,0.14,19102,4.98,Miami,Mandarin,736,2811,5,Outdoor Adventurers,06/04/21
521,NexGen Systems,Search,Women 35-44,Women,35-44,60 days,Instagram,0.14,17123,3.31,Chicago,French,955,5738,7,Foodies,06/05/21
522,NexGen Systems,Search,Women 25-34,Women,25-34,15 days,YouTube,0.02,8103,5.85,New York,Spanish,262,9494,10,Outdoor Adventurers,06/06/21
523,NexGen Systems,Display,Men 25-34,Men,25-34,60 days,Facebook,0.12,6787,7.17,Los Angeles,English,776,3071,6,Foodies,06/07/21
524,Innovate Industries,Social Media,Men 18-24,Men,18-24,30 days,Instagram,0.09,18464,7.86,Los Angeles,English,883,7234,4,Tech Enthusiasts,06/08/21
525,Innovate Industries,Search,Women 35-44,Women,35-44,30 days,YouTube,0.08,5214,5.41,New York,Spanish,986,5047,3,Fashionistas,06/09/21
526,TechCorp,Influencer,Men 18-24,Men,18-24,30 days,Email,0.07,17678,4.77,Houston,German,215,6302,10,Foodies,06/10/21
527,NexGen Systems,Social Media,All Ages,All,All Ages,30 days,Website,0.14,10365,3.23,Miami,Spanish,965,1167,8,Outdoor Adventurers,06/11/21
528,NexGen Systems,Email,All Ages,All,All Ages,60 days,Instagram,0.09,11139,7.54,Los Angeles,Mandarin,640,1144,7,Tech Enthusiasts,06/12/21
529,DataTech Solutions,Search,Men 18-24,Men,18-24,45 days,Instagram,0.1,18407,2.24,Chicago,German,388,2697,10,Tech Enthusiasts,13/06/21
530,TechCorp,Influencer,Men 18-24,Men,18-24,60 days,Instagram,0.07,10863,5.21,Miami,Spanish,494,5354,10,Foodies,14/06/21
531,Alpha Innovations,Search,Women 35-44,Women,35-44,45 days,Instagram,0.09,11535,6.44,Chicago,Spanish,432,8524,6,Tech Enthusiasts,15/06/21
532,Alpha Innovations,Search,Men 18-24,Men,18-24,15 days,YouTube,0.03,16117,6.68,Los Angeles,Spanish,237,7706,3,Tech Enthusiasts,16/06/21
533,TechCorp,Email,Men 18-24,Men,18-24,60 days,Facebook,0.05,7641,5.05,Los Angeles,French,247,6859,10,Outdoor Adventurers,17/06/21
534,Alpha Innovations,Search,Men 18-24,Men,18-24,15 days,Website,0.07,19122,5.86,Los Angeles,French,849,4127,8,Fashionistas,18/06/21
535,Alpha Innovations,Influencer,Men 18-24,Men,18-24,45 days,Google Ads,0.07,19905,3.28,New York,French,421,9220,1,Health & Wellness,19/06/21
536,NexGen Systems,Search,Men 18-24,Men,18-24,30 days,YouTube,0.03,9710,6.11,Chicago,French,775,1378,6,Foodies,20/06/21
537,DataTech Solutions,Display,Women 35-44,Women,35-44,30 days,Facebook,0.06,11135,5.55,Los Angeles,German,158,9372,5,Tech Enthusiasts,21/06/21
538,Innovate Industries,Search,All Ages,All,All Ages,15 days,YouTube,0.02,18860,5.67,Miami,Spanish,581,1624,9,Health & Wellness,22/06/21
539,NexGen Systems,Influencer,Women 35-44,Women,35-44,60 days,Google Ads,0.13,9642,5.04,Los Angeles,French,745,1803,8,Outdoor Adventurers,23/06/21
540,NexGen Systems,Social Media,Men 25-34,Men,25-34,15 days,Instagram,0.07,9225,7.88,Los Angeles,Mandarin,837,1454,4,Tech Enthusiasts,24/06/21
541,DataTech Solutions,Search,Women 25-34,Women,25-34,30 days,Google Ads,0.07,12493,6.26,Chicago,Mandarin,265,1716,1,Foodies,25/06/21
542,DataTech Solutions,Email,Women 25-34,Women,25-34,45 days,Email,0.12,14740,2.29,Chicago,Spanish,941,4716,2,Fashionistas,26/06/21
543,TechCorp,Search,All Ages,All,All Ages,60 days,YouTube,0.05,17300,6.46,New York,German,517,4930,1,Health & Wellness,27/06/21
544,TechCorp,Email,Men 25-34,Men,25-34,30 days,Instagram,0.13,7787,2.79,New York,Spanish,403,9196,5,Health & Wellness,28/06/21
545,NexGen Systems,Display,Men 18-24,Men,18-24,60 days,Email,0.06,7865,3.61,Houston,Mandarin,905,8601,5,Foodies,29/06/21
